3, Female, Maharashtra, 6635177378, 161.86 cm, 68.09 kg
28, Male, Bihar, 9784357158, 189.67 cm, 66.57 kg
56, Male, Odisha, 7517154156, 154.55 cm, 63.29 kg
97, Male, Sikkim, 7533525766, 155.77 cm, 63.12 kg
51, Male, Karnataka, 7874381115, 158.61 cm, 66.48 kg
51, Male, Manipur, 6678458173, 155.17 cm, 66.41 kg
48, Male, Mizoram, 6845871232, 173.51 cm, 76.02 kg
98, Female, Himachal Pradesh, 6653225661, 168.91 cm, 69.71 kg
17, Male, Karnataka, 8784861156, 142.87 cm, 70.94 kg
23, Male, Manipur, 6451232441, 158.84 cm, 70.49 kg
92, Female, Jharkhand, 9352664653, 156.38 cm, 63.24 kg
63, Female, Odisha, 6857518148, 163.92 cm, 74.88 kg
77, Male, Andhra Pradesh, 7538615266, 177.3 cm, 70.41 kg
81, Female, Sikkim, 7856843552, 160.97 cm, 73.03 kg
92, Female, Uttarakhand, 7778621155, 165.05 cm, 75.21 kg
24, Female, Arunachal Pradesh, 6117732377, 154.99 cm, 78.78 kg
25, Male, Manipur, 8468374378, 159.91 cm, 72.05 kg
53, Male, Bihar, 7611788118, 155.68 cm, 71.71 kg
30, Female, West Bengal, 9356732338, 176.43 cm, 73.22 kg
85, Female, Tripura, 8536111567, 153.41 cm, 72.4 kg
71, Male, Karnataka, 9611543726, 161.91 cm, 64.66 kg
18, Female, Uttar Pradesh, 6445128431, 160.24 cm, 63.65 kg
26, Male, Gujarat, 7512156537, 169.55 cm, 71.51 kg
29, Male, Gujarat, 7658686535, 155.15 cm, 74.2 kg
55, Male, Himachal Pradesh, 9554327385, 165.82 cm, 63.41 kg
17, Male, Odisha, 9722465328, 159.66 cm, 79.17 kg
53, Male, Andhra Pradesh, 8216258164, 159.53 cm, 67.75 kg
72, Male, Gujarat, 7113158164, 177.8 cm, 59.19 kg
78, Male, Rajasthan, 8243761337, 142.87 cm, 65.09 kg
48, Male, Uttar Pradesh, 8115158832, 157.38 cm, 76.45 kg
6, Female, Madhya Pradesh, 7776265162, 158.26 cm, 76.7 kg
37, Female, Himachal Pradesh, 8427526743, 150.84 cm, 69.63 kg
78, Female, Karnataka, 9667716238, 151.29 cm, 67.62 kg
7, Female, Kerala, 8138166288, 168.41 cm, 69.3 kg
53, Male, Sikkim, 9377876338, 159.92 cm, 72.33 kg
87, Female, West Bengal, 7286167524, 154.43 cm, 73.04 kg
71, Male, Assam, 8663812644, 161.81 cm, 62.56 kg
71, Female, Manipur, 7556372638, 150.35 cm, 72.16 kg
52, Female, Telangana, 6874261381, 165.01 cm, 73.68 kg
75, Female, Bihar, 9216888158, 167.6 cm, 71.96 kg
85, Male, Chhattisgarh, 6212177367, 165.22 cm, 71.17 kg
26, Male, Punjab, 8647338725, 158.94 cm, 74.27 kg
30, Female, Odisha, 8218561432, 156.56 cm, 73.92 kg
97, Female, Himachal Pradesh, 8117417714, 160.76 cm, 77.94 kg
34, Male, Bihar, 8534782853, 164.15 cm, 73.5 kg
79, Male, Uttar Pradesh, 9454541412, 160.12 cm, 63.07 kg
88, Male, Goa, 6888331442, 158.32 cm, 73.48 kg
90, Female, Himachal Pradesh, 9636774684, 158.4 cm, 72.16 kg
47, Female, Meghalaya, 9145523154, 166.78 cm, 71.33 kg
75, Male, Bihar, 9516782781, 151.91 cm, 60.4 kg
25, Female, West Bengal, 6286846575, 172.3 cm, 71.84 kg
55, Female, Maharashtra, 6485622662, 162.35 cm, 82.73 kg
78, Male, Assam, 8376457373, 160.06 cm, 74.21 kg
51, Male, Goa, 7184411565, 149.96 cm, 68.76 kg
84, Male, Himachal Pradesh, 9781413165, 160.01 cm, 64.14 kg
53, Male, Jharkhand, 7438372256, 155.24 cm, 62.06 kg
12, Male, Uttarakhand, 9366821538, 160.94 cm, 78.19 kg
59, Female, Himachal Pradesh, 6881136368, 155.14 cm, 64.53 kg
76, Male, Uttar Pradesh, 9843637364, 154.19 cm, 63.29 kg
19, Female, Andhra Pradesh, 6426418481, 150.31 cm, 72.42 kg
25, Female, Jharkhand, 6726754542, 174.15 cm, 70.55 kg
53, Female, Tamil Nadu, 6437678612, 163.97 cm, 77.51 kg
13, Male, Nagaland, 6413546536, 158.08 cm, 72.37 kg
80, Female, West Bengal, 8268454577, 146.25 cm, 67.54 kg
87, Female, Punjab, 6423561577, 154.15 cm, 66.11 kg
72, Male, Mizoram, 6676148276, 166.7 cm, 73.45 kg
50, Female, Nagaland, 6777548682, 179.15 cm, 69.18 kg
20, Male, Goa, 6244182638, 150.73 cm, 75.86 kg
1, Female, Tamil Nadu, 7736311515, 162.39 cm, 61.29 kg
38, Female, Karnataka, 6611874331, 157.49 cm, 70.9 kg
95, Male, Goa, 9815655748, 165.91 cm, 74.34 kg
21, Female, Madhya Pradesh, 6538868867, 148.21 cm, 71.61 kg
2, Male, Sikkim, 8674356328, 153.91 cm, 84.3 kg
67, Female, Assam, 9381871576, 160.56 cm, 71.13 kg
98, Female, Meghalaya, 8855467771, 164.93 cm, 71.77 kg
92, Female, Assam, 6414463627, 155.57 cm, 67.29 kg
54, Female, Meghalaya, 8231578351, 169.44 cm, 75.68 kg
50, Female, Madhya Pradesh, 7318217832, 155.46 cm, 76.42 kg
17, Male, Rajasthan, 6122883348, 179.19 cm, 65.33 kg
73, Female, Tamil Nadu, 7651383284, 158.91 cm, 70.69 kg
46, Male, Odisha, 9677736245, 162.3 cm, 59.06 kg
68, Female, Maharashtra, 9163447157, 163.0 cm, 77.23 kg
21, Female, Chhattisgarh, 6571488612, 159.31 cm, 69.91 kg
36, Male, Maharashtra, 9164745746, 164.12 cm, 67.39 kg
6, Female, Karnataka, 9543315263, 158.07 cm, 65.41 kg
61, Male, Goa, 9654784411, 149.88 cm, 76.55 kg
51, Male, Tamil Nadu, 9722426583, 163.4 cm, 66.39 kg
33, Male, West Bengal, 9545461337, 172.62 cm, 73.8 kg
35, Female, Arunachal Pradesh, 6777877713, 183.21 cm, 65.87 kg
63, Female, Gujarat, 8533856688, 168.66 cm, 69.06 kg
88, Female, Tripura, 6253264175, 166.3 cm, 65.25 kg
32, Male, Chhattisgarh, 7857157155, 165.01 cm, 63.13 kg
15, Female, West Bengal, 9332212483, 156.92 cm, 63.58 kg
14, Male, Sikkim, 9448387767, 160.56 cm, 63.77 kg
8, Female, Goa, 8238588667, 165.17 cm, 71.12 kg
42, Female, Sikkim, 8376681846, 164.87 cm, 62.09 kg
73, Male, Manipur, 9771548285, 148.86 cm, 69.56 kg
16, Male, Tamil Nadu, 6111436257, 163.36 cm, 69.53 kg
45, Female, Odisha, 9873731284, 152.46 cm, 75.14 kg
91, Male, Gujarat, 7453232357, 166.98 cm, 68.13 kg
56, Male, Telangana, 9474168163, 162.77 cm, 77.52 kg
39, Male, Tamil Nadu, 7123263318, 159.74 cm, 59.81 kg
16, Male, Meghalaya, 9168745243, 155.09 cm, 72.92 kg
36, Male, Bihar, 7776657825, 168.55 cm, 69.64 kg
36, Female, Tripura, 6421381251, 160.75 cm, 64.44 kg
13, Male, Tamil Nadu, 9855781534, 164.49 cm, 71.94 kg
66, Female, Telangana, 6786235477, 168.16 cm, 73.28 kg
72, Male, Tripura, 7442558771, 153.35 cm, 77.87 kg
29, Female, Karnataka, 9437884118, 183.43 cm, 72.05 kg
14, Female, Tripura, 6667371466, 160.25 cm, 82.29 kg
10, Female, Meghalaya, 7436877847, 140.11 cm, 76.36 kg
18, Male, Odisha, 9437221815, 135.32 cm, 67.9 kg
18, Male, Meghalaya, 7415817368, 158.53 cm, 68.28 kg
44, Female, Madhya Pradesh, 7726652877, 177.86 cm, 72.87 kg
73, Male, Assam, 6411336171, 153.03 cm, 58.59 kg
14, Male, Tripura, 7447611352, 154.74 cm, 72.9 kg
49, Male, Odisha, 7432571658, 174.17 cm, 74.38 kg
90, Male, Sikkim, 7336362112, 173.78 cm, 71.74 kg
13, Female, Bihar, 7821286836, 159.37 cm, 77.2 kg
86, Female, Kerala, 9456218676, 169.64 cm, 71.04 kg
1, Female, Mizoram, 9813645624, 139.37 cm, 66.51 kg
6, Female, Karnataka, 8776554682, 170.79 cm, 68.44 kg
92, Male, Haryana, 7882237518, 168.61 cm, 71.73 kg
90, Female, Uttarakhand, 6267423566, 153.48 cm, 69.64 kg
83, Male, Bihar, 7644518257, 165.49 cm, 56.8 kg
47, Male, Uttar Pradesh, 6753286551, 140.27 cm, 68.33 kg
93, Female, Kerala, 8126582448, 157.91 cm, 70.32 kg
41, Female, Chhattisgarh, 8743256821, 165.84 cm, 67.0 kg
24, Male, Punjab, 8346448561, 149.68 cm, 72.33 kg
65, Female, Rajasthan, 9176136231, 160.34 cm, 66.06 kg
94, Female, Chhattisgarh, 8732576711, 152.7 cm, 71.36 kg
42, Male, Arunachal Pradesh, 7162164528, 155.85 cm, 67.66 kg
34, Female, Punjab, 8115316545, 156.35 cm, 72.37 kg
54, Female, Bihar, 7575542624, 159.56 cm, 67.1 kg
29, Female, Karnataka, 8488383681, 145.3 cm, 71.13 kg
7, Female, Himachal Pradesh, 9248138773, 171.89 cm, 66.14 kg
89, Male, Himachal Pradesh, 7788763165, 156.43 cm, 75.84 kg
4, Male, Tripura, 8785854424, 159.04 cm, 69.87 kg
11, Male, Nagaland, 6533416322, 162.8 cm, 64.21 kg
54, Female, Nagaland, 7424878225, 155.58 cm, 63.74 kg
98, Female, Tamil Nadu, 7311588414, 150.15 cm, 77.18 kg
57, Female, Rajasthan, 9127666423, 154.14 cm, 73.31 kg
90, Male, Haryana, 6156655223, 160.77 cm, 60.79 kg
87, Male, Tripura, 7112854743, 153.19 cm, 67.6 kg
85, Male, Uttarakhand, 6517534462, 161.43 cm, 66.84 kg
64, Female, Rajasthan, 9815768526, 135.69 cm, 72.82 kg
50, Male, Tamil Nadu, 8853718632, 163.94 cm, 70.02 kg
88, Female, Tripura, 9883125865, 158.12 cm, 76.8 kg
23, Male, Telangana, 6478535283, 162.57 cm, 64.0 kg
40, Female, Andhra Pradesh, 7654446443, 151.72 cm, 74.52 kg
34, Male, Arunachal Pradesh, 6671338781, 171.69 cm, 77.82 kg
61, Male, Chhattisgarh, 8687731632, 165.22 cm, 78.46 kg
62, Male, Meghalaya, 9333683887, 163.61 cm, 68.16 kg
29, Female, Manipur, 9342272231, 170.55 cm, 81.34 kg
74, Male, Odisha, 8347864688, 160.34 cm, 63.09 kg
58, Female, West Bengal, 7441751841, 154.36 cm, 74.11 kg
40, Male, Meghalaya, 9534735861, 154.82 cm, 63.31 kg
99, Female, Telangana, 6344777717, 147.44 cm, 62.28 kg
39, Male, Himachal Pradesh, 7826564784, 162.3 cm, 66.94 kg
53, Male, Gujarat, 7543888238, 160.93 cm, 69.46 kg
73, Female, Tripura, 6437373556, 154.67 cm, 73.73 kg
98, Male, Maharashtra, 7134733174, 139.02 cm, 69.62 kg
67, Male, Mizoram, 6862187636, 159.08 cm, 70.55 kg
92, Male, Maharashtra, 9324586356, 148.27 cm, 67.82 kg
69, Female, Telangana, 8382131842, 176.05 cm, 64.26 kg
30, Female, Nagaland, 9446117513, 164.68 cm, 64.94 kg
99, Male, Sikkim, 8286767424, 167.2 cm, 79.37 kg
91, Male, Goa, 9727816425, 159.53 cm, 73.14 kg
35, Male, Nagaland, 6443166628, 159.82 cm, 61.17 kg
66, Male, Goa, 7217181417, 164.91 cm, 68.95 kg
36, Male, Assam, 8537484443, 151.4 cm, 71.52 kg
43, Male, Rajasthan, 8344738756, 158.15 cm, 59.42 kg
5, Female, Madhya Pradesh, 6836788213, 159.57 cm, 64.96 kg
31, Male, Telangana, 6276576442, 137.24 cm, 68.76 kg
39, Male, Uttarakhand, 6523453278, 159.5 cm, 70.84 kg
83, Male, Tamil Nadu, 9741566645, 153.81 cm, 70.71 kg
97, Male, Punjab, 9451643677, 157.53 cm, 66.93 kg
83, Male, Mizoram, 9486271323, 154.11 cm, 69.55 kg
31, Male, Andhra Pradesh, 8885742214, 144.86 cm, 81.07 kg
23, Male, Manipur, 9661674887, 143.48 cm, 67.02 kg
17, Male, Kerala, 7377376367, 160.36 cm, 82.92 kg
1, Male, Maharashtra, 7173633454, 160.78 cm, 68.16 kg
76, Male, Madhya Pradesh, 9812742542, 162.23 cm, 70.94 kg
81, Male, Bihar, 9563228723, 160.39 cm, 76.28 kg
71, Female, Bihar, 9354558744, 150.49 cm, 67.52 kg
86, Female, Andhra Pradesh, 8346883486, 157.84 cm, 71.45 kg
82, Male, Nagaland, 9437877245, 160.66 cm, 70.66 kg
55, Female, Madhya Pradesh, 8671218584, 158.54 cm, 65.24 kg
12, Male, Kerala, 8133258641, 161.46 cm, 84.55 kg
41, Male, Uttar Pradesh, 6241521482, 156.05 cm, 59.47 kg
65, Male, Assam, 8171825327, 162.29 cm, 72.27 kg
65, Male, Sikkim, 6563742843, 145.35 cm, 75.44 kg
12, Male, Jharkhand, 6712254585, 157.8 cm, 79.63 kg
35, Male, Haryana, 8127452888, 183.03 cm, 71.12 kg
26, Male, Nagaland, 9571264832, 164.49 cm, 65.55 kg
21, Female, Arunachal Pradesh, 9766517815, 172.81 cm, 66.49 kg
24, Male, Jharkhand, 9264774551, 170.41 cm, 66.72 kg
62, Female, Tripura, 9557877581, 152.94 cm, 67.72 kg
72, Male, Goa, 6646566374, 158.59 cm, 75.35 kg
53, Female, Arunachal Pradesh, 9661612115, 160.61 cm, 75.27 kg
16, Female, Gujarat, 6512868727, 172.21 cm, 70.3 kg
88, Female, Andhra Pradesh, 7451434134, 156.08 cm, 72.03 kg
98, Female, Meghalaya, 6713684235, 172.97 cm, 71.2 kg
57, Male, Sikkim, 8358373877, 171.18 cm, 74.26 kg
30, Female, Himachal Pradesh, 6817616751, 166.67 cm, 69.79 kg
7, Female, Haryana, 9483716176, 155.28 cm, 70.75 kg
7, Male, Bihar, 8758468361, 151.22 cm, 67.09 kg
62, Female, Andhra Pradesh, 7487376136, 165.06 cm, 68.04 kg
62, Male, Tamil Nadu, 8314744447, 151.49 cm, 70.24 kg
84, Female, Uttar Pradesh, 7351784617, 161.11 cm, 69.51 kg
95, Female, Meghalaya, 9111765488, 148.63 cm, 77.55 kg
21, Female, Maharashtra, 7875384464, 169.57 cm, 68.18 kg
2, Female, Tripura, 8386243834, 157.55 cm, 67.31 kg
33, Female, Manipur, 8364544866, 152.81 cm, 80.45 kg
96, Male, Chhattisgarh, 7132126748, 176.97 cm, 69.14 kg
10, Female, Punjab, 9844238537, 157.95 cm, 80.7 kg
18, Male, Bihar, 7748526133, 166.13 cm, 75.19 kg
47, Male, Sikkim, 9831218354, 141.35 cm, 71.53 kg
39, Female, Assam, 8552482626, 150.1 cm, 72.27 kg
31, Female, Telangana, 8846677412, 162.78 cm, 66.38 kg
26, Male, Tamil Nadu, 7541267431, 165.17 cm, 78.83 kg
1, Female, Manipur, 8883218873, 166.91 cm, 69.19 kg
66, Male, Jharkhand, 8268782154, 183.33 cm, 63.1 kg
87, Female, Manipur, 9683547571, 157.61 cm, 73.21 kg
58, Male, Tripura, 9258257167, 174.7 cm, 72.52 kg
90, Female, Tamil Nadu, 9263732176, 152.74 cm, 74.06 kg
82, Female, Chhattisgarh, 6411338524, 168.57 cm, 69.4 kg
3, Female, Assam, 6282158583, 168.42 cm, 64.13 kg
17, Male, Sikkim, 6747662563, 155.39 cm, 76.65 kg
72, Male, Meghalaya, 6843463581, 159.95 cm, 73.27 kg
59, Female, Manipur, 7845353168, 154.24 cm, 76.46 kg
6, Male, Telangana, 8384737251, 149.52 cm, 75.05 kg
49, Female, Madhya Pradesh, 6175126425, 163.4 cm, 73.39 kg
29, Female, Karnataka, 8111357834, 156.9 cm, 65.67 kg
2, Male, Bihar, 7173663161, 166.7 cm, 73.23 kg
61, Male, Kerala, 7524368135, 152.52 cm, 68.59 kg
93, Male, Nagaland, 7778216621, 160.47 cm, 73.41 kg
53, Female, Andhra Pradesh, 9241273178, 160.55 cm, 72.98 kg
8, Female, Bihar, 8836758838, 144.2 cm, 76.95 kg
42, Male, Goa, 7654766127, 178.49 cm, 71.76 kg
28, Female, Assam, 6674668475, 158.93 cm, 80.74 kg
54, Female, Sikkim, 8337685142, 178.63 cm, 76.89 kg
34, Male, Goa, 8333766161, 171.67 cm, 78.18 kg
84, Female, Jharkhand, 6182867113, 181.83 cm, 77.19 kg
46, Female, Chhattisgarh, 7255666425, 153.94 cm, 70.32 kg
54, Male, Manipur, 9138883528, 165.25 cm, 72.35 kg
13, Female, Chhattisgarh, 6316648354, 157.95 cm, 64.65 kg
56, Female, Rajasthan, 7188115588, 170.04 cm, 76.09 kg
82, Male, Kerala, 6142625632, 153.47 cm, 70.64 kg
93, Female, Arunachal Pradesh, 9843516643, 167.08 cm, 68.39 kg
8, Female, Manipur, 9657841453, 154.55 cm, 66.64 kg
30, Female, Arunachal Pradesh, 9651883851, 152.72 cm, 78.33 kg
16, Female, Uttar Pradesh, 9686823364, 164.1 cm, 63.02 kg
94, Female, Assam, 6462618514, 160.27 cm, 67.15 kg
41, Male, Manipur, 7387483353, 153.98 cm, 72.76 kg
9, Female, Tamil Nadu, 7766571327, 146.97 cm, 72.11 kg
20, Male, Maharashtra, 9321884516, 163.56 cm, 72.58 kg
8, Female, Punjab, 8675124826, 161.39 cm, 66.6 kg
83, Female, Gujarat, 7717168442, 160.38 cm, 70.86 kg
26, Female, Jharkhand, 7663624417, 160.8 cm, 66.5 kg
32, Male, Mizoram, 7775636623, 176.89 cm, 65.96 kg
52, Male, Manipur, 7457318314, 165.55 cm, 66.9 kg
20, Male, Jharkhand, 8276413234, 176.5 cm, 79.82 kg
77, Male, Jharkhand, 8333378184, 172.01 cm, 73.2 kg
11, Female, Punjab, 9685727546, 157.76 cm, 67.81 kg
50, Female, West Bengal, 8447232152, 149.03 cm, 64.75 kg
92, Female, Mizoram, 6464257473, 156.05 cm, 78.88 kg
86, Male, Meghalaya, 9614378445, 165.57 cm, 66.6 kg
27, Female, Maharashtra, 8361766843, 153.94 cm, 73.4 kg
3, Female, Uttarakhand, 9523417887, 159.64 cm, 64.96 kg
46, Female, Uttar Pradesh, 6332681635, 159.93 cm, 70.46 kg
59, Male, Jharkhand, 8633166438, 172.06 cm, 65.42 kg
42, Male, Karnataka, 7721448244, 136.9 cm, 76.95 kg
9, Female, Andhra Pradesh, 7645556765, 158.3 cm, 71.96 kg
97, Male, Nagaland, 7362636188, 171.22 cm, 65.04 kg
30, Female, Kerala, 6268866211, 161.0 cm, 61.08 kg
48, Female, West Bengal, 9382758235, 157.27 cm, 68.79 kg
55, Male, Andhra Pradesh, 6136147672, 143.27 cm, 66.98 kg
31, Female, Rajasthan, 8552766285, 143.66 cm, 67.63 kg
22, Female, Jharkhand, 8556516737, 170.99 cm, 65.87 kg
3, Male, Tripura, 6764527787, 152.13 cm, 68.83 kg
56, Female, Tamil Nadu, 7837538233, 160.56 cm, 61.69 kg
58, Female, Madhya Pradesh, 7615268717, 148.54 cm, 64.74 kg
74, Female, Assam, 8622675336, 156.49 cm, 70.82 kg
83, Male, Gujarat, 7228335788, 146.79 cm, 62.61 kg
62, Male, Punjab, 7355676316, 160.71 cm, 68.01 kg
87, Male, Mizoram, 6264222524, 161.57 cm, 72.9 kg
79, Male, Uttarakhand, 9376566276, 155.37 cm, 61.86 kg
59, Female, Himachal Pradesh, 7288155221, 161.62 cm, 75.45 kg
67, Female, Nagaland, 8664821131, 156.59 cm, 71.64 kg
54, Female, Goa, 8568686447, 146.3 cm, 68.91 kg
83, Male, Chhattisgarh, 9625253211, 161.46 cm, 64.99 kg
24, Female, Sikkim, 8564241447, 152.37 cm, 67.91 kg
60, Male, West Bengal, 6443757531, 161.21 cm, 72.74 kg
60, Female, Madhya Pradesh, 6653651632, 174.43 cm, 70.41 kg
60, Male, Karnataka, 6363384426, 156.59 cm, 60.95 kg
68, Male, Uttar Pradesh, 9522381115, 166.67 cm, 74.25 kg
40, Male, Himachal Pradesh, 6816185835, 157.13 cm, 76.45 kg
71, Male, Uttarakhand, 6345253211, 151.45 cm, 73.31 kg
68, Male, Haryana, 8612823884, 135.41 cm, 63.35 kg
71, Male, Rajasthan, 7356434262, 163.75 cm, 76.67 kg
98, Male, Telangana, 8375726828, 153.18 cm, 70.3 kg
82, Male, Sikkim, 9868481847, 155.97 cm, 63.69 kg
46, Female, Meghalaya, 6566362228, 173.82 cm, 69.7 kg
10, Female, Assam, 6788154188, 147.61 cm, 67.28 kg
40, Male, Maharashtra, 8248326737, 157.19 cm, 69.32 kg
44, Male, Bihar, 7876276667, 134.02 cm, 70.9 kg
92, Male, Chhattisgarh, 6186564337, 156.94 cm, 72.79 kg
92, Female, Kerala, 6147648385, 169.55 cm, 64.69 kg
12, Female, Karnataka, 7783435326, 168.42 cm, 68.43 kg
18, Male, Chhattisgarh, 7263132665, 155.1 cm, 69.84 kg
73, Female, Karnataka, 8327777461, 153.86 cm, 62.26 kg
3, Female, Odisha, 9383471274, 148.83 cm, 67.02 kg
38, Male, Haryana, 8734721378, 159.91 cm, 69.64 kg
33, Female, Jharkhand, 6671324378, 160.76 cm, 62.34 kg
63, Male, Arunachal Pradesh, 6333273221, 169.63 cm, 77.71 kg
53, Female, Uttarakhand, 8252575746, 162.44 cm, 67.82 kg
38, Female, Haryana, 8437655163, 175.39 cm, 62.13 kg
11, Male, Punjab, 9166773483, 155.97 cm, 73.83 kg
57, Female, Odisha, 7478752872, 161.81 cm, 79.07 kg
11, Male, Bihar, 8616181627, 151.59 cm, 70.76 kg
6, Female, Assam, 6333381682, 150.58 cm, 68.8 kg
36, Male, Jharkhand, 8463326333, 184.64 cm, 72.37 kg
38, Male, Jharkhand, 6542341221, 160.8 cm, 76.82 kg
85, Female, Rajasthan, 8134468658, 156.52 cm, 71.44 kg
60, Female, Sikkim, 9462542777, 172.61 cm, 70.29 kg
42, Male, Tripura, 6625143122, 153.31 cm, 65.27 kg
6, Female, Punjab, 7767477534, 168.43 cm, 71.76 kg
8, Female, Himachal Pradesh, 8355715368, 157.89 cm, 77.75 kg
51, Male, Rajasthan, 7246288818, 154.19 cm, 70.98 kg
70, Male, Karnataka, 9435671514, 176.85 cm, 68.07 kg
70, Female, Uttar Pradesh, 7733671466, 148.04 cm, 64.99 kg
44, Female, Kerala, 6814777521, 151.05 cm, 74.3 kg
52, Male, Meghalaya, 9562621214, 165.11 cm, 69.83 kg
86, Female, Himachal Pradesh, 6641886882, 144.41 cm, 74.03 kg
45, Female, Karnataka, 8212554615, 147.11 cm, 64.14 kg
28, Female, Kerala, 8651435114, 167.29 cm, 68.05 kg
92, Female, Chhattisgarh, 8457622381, 152.46 cm, 62.03 kg
22, Female, Meghalaya, 6376541518, 153.49 cm, 67.13 kg
43, Female, Gujarat, 8414517764, 147.27 cm, 71.65 kg
78, Male, Uttarakhand, 6447662278, 158.42 cm, 63.99 kg
53, Male, Mizoram, 7546622774, 171.59 cm, 63.12 kg
58, Female, Bihar, 7663176436, 150.15 cm, 72.35 kg
51, Female, Uttarakhand, 7623265613, 170.88 cm, 63.27 kg
27, Male, Nagaland, 6488473347, 158.26 cm, 71.99 kg
58, Female, Himachal Pradesh, 6784363685, 151.95 cm, 77.5 kg
13, Male, Telangana, 8871576653, 173.11 cm, 67.88 kg
44, Male, Goa, 7742722381, 150.87 cm, 68.56 kg
21, Female, Uttar Pradesh, 6832184247, 171.98 cm, 77.4 kg
27, Female, Arunachal Pradesh, 6361445113, 168.49 cm, 69.79 kg
28, Female, Gujarat, 8537546657, 185.14 cm, 79.09 kg
24, Female, Haryana, 7128674876, 157.73 cm, 66.51 kg
19, Male, Jharkhand, 9735852353, 160.1 cm, 78.36 kg
77, Female, Tripura, 7623467852, 158.3 cm, 68.44 kg
93, Female, West Bengal, 9517443175, 181.98 cm, 63.74 kg
14, Male, Gujarat, 7734787532, 166.65 cm, 73.1 kg
24, Female, Telangana, 6346245353, 154.3 cm, 64.02 kg
34, Female, Bihar, 8267133221, 166.19 cm, 61.36 kg
85, Female, Maharashtra, 9782381554, 153.01 cm, 64.17 kg
9, Male, Sikkim, 6384522458, 157.26 cm, 66.52 kg
70, Male, Madhya Pradesh, 9716524438, 148.91 cm, 71.77 kg
30, Male, Assam, 7653435223, 156.96 cm, 76.89 kg
25, Male, Nagaland, 8788861336, 165.05 cm, 65.11 kg
9, Male, Nagaland, 9744817645, 151.27 cm, 71.8 kg
87, Male, Uttar Pradesh, 7813713535, 164.07 cm, 78.27 kg
62, Male, Maharashtra, 8637756237, 154.48 cm, 65.84 kg
20, Female, Karnataka, 9215142512, 156.33 cm, 67.63 kg
37, Female, Maharashtra, 7131864581, 170.37 cm, 68.42 kg
89, Female, Punjab, 7626632523, 156.27 cm, 68.47 kg
18, Male, Arunachal Pradesh, 8223632757, 152.12 cm, 67.52 kg
20, Female, Assam, 9772484181, 165.48 cm, 66.28 kg
9, Male, West Bengal, 8322383155, 149.49 cm, 71.74 kg
21, Male, Gujarat, 6163515868, 166.51 cm, 65.22 kg
22, Female, Himachal Pradesh, 9461432331, 161.28 cm, 67.17 kg
31, Male, Sikkim, 8164122182, 165.45 cm, 75.07 kg
6, Female, Odisha, 9345832148, 150.23 cm, 72.34 kg
11, Male, Gujarat, 8344662856, 172.74 cm, 71.51 kg
40, Female, Uttar Pradesh, 8572365654, 178.9 cm, 67.47 kg
85, Female, Arunachal Pradesh, 6215551545, 164.91 cm, 77.3 kg
3, Male, Jharkhand, 7516818678, 154.68 cm, 73.13 kg
21, Female, Manipur, 8113763535, 155.79 cm, 70.77 kg
66, Female, Assam, 9532412545, 153.63 cm, 71.05 kg
81, Male, Uttarakhand, 8141124866, 157.61 cm, 82.35 kg
51, Male, Sikkim, 6618313172, 165.87 cm, 72.68 kg
83, Male, Assam, 6767556211, 162.96 cm, 73.53 kg
3, Male, Odisha, 6385865725, 156.42 cm, 79.29 kg
17, Male, Karnataka, 6186436728, 157.03 cm, 64.88 kg
30, Female, Rajasthan, 8615383771, 158.4 cm, 64.76 kg
39, Male, Manipur, 8527627632, 162.54 cm, 79.73 kg
13, Female, Himachal Pradesh, 7665762355, 148.11 cm, 80.52 kg
54, Female, Odisha, 8621837832, 155.86 cm, 73.17 kg
7, Male, Haryana, 6564268781, 156.68 cm, 70.33 kg
21, Male, Tamil Nadu, 8455225855, 154.6 cm, 61.22 kg
39, Female, Tamil Nadu, 9683746653, 163.23 cm, 68.52 kg
53, Male, Rajasthan, 7655328226, 153.69 cm, 72.95 kg
57, Male, Haryana, 6744511474, 165.21 cm, 69.82 kg
58, Female, Assam, 8282565686, 167.27 cm, 62.61 kg
61, Male, Gujarat, 9281327222, 158.23 cm, 67.69 kg
58, Female, Chhattisgarh, 6154513877, 176.73 cm, 71.98 kg
77, Male, Tripura, 7145583446, 177.87 cm, 75.13 kg
41, Female, Mizoram, 9766176371, 169.62 cm, 71.98 kg
91, Male, Chhattisgarh, 6161537184, 156.42 cm, 70.34 kg
78, Male, Himachal Pradesh, 8236425441, 162.66 cm, 71.49 kg
60, Female, Kerala, 7658314626, 165.42 cm, 72.18 kg
99, Female, Chhattisgarh, 8184867378, 163.43 cm, 70.89 kg
29, Female, Nagaland, 6383152278, 154.11 cm, 74.32 kg
58, Female, Meghalaya, 8658743456, 174.53 cm, 70.5 kg
72, Male, Uttarakhand, 8765236654, 162.9 cm, 70.44 kg
49, Female, Tamil Nadu, 7143685143, 156.65 cm, 69.61 kg
61, Female, Manipur, 8758517233, 155.49 cm, 65.1 kg
67, Female, Maharashtra, 9733524646, 159.37 cm, 70.22 kg
37, Female, Punjab, 7758815764, 160.88 cm, 72.34 kg
44, Female, Nagaland, 6787735736, 154.2 cm, 70.96 kg
23, Female, Punjab, 6537878167, 168.02 cm, 55.86 kg
4, Female, Andhra Pradesh, 7414136237, 153.55 cm, 76.61 kg
